DATE(MODE),DATE(MEAN),AUTHOR,PATH
2012-03-23,2013-03-13,P,src/relpath.h
2009-07-13,2007-12-06,jim,src/remove.c
2004-08-04,2004-10-14,jim,src/remove.h
2006-02-20,2004-09-23,jim,src/rm.c
1992-11-01,2004-09-20,jim,src/rmdir.c
2007-02-03,2008-10-29,jim,src/runcon.c
2013-11-27,2015-08-02,dwalsh,src/selinux.c
2013-11-27,2015-08-05,P,src/selinux.h
1995-01-01,2007-12-29,jim,src/seq.c
2015-07-18,2015-10-02,assafgordon,src/set-fields.c
2015-07-18,2015-12-29,assafgordon,src/set-fields.h
1999-01-18,2004-07-17,jim,src/shred.c
2006-08-09,2010-10-19,eggert,src/shuf.c
1992-11-01,2001-05-20,jim,src/sleep.c
1992-11-08,2006-02-07,jim,src/sort.c
2010-01-08,2009-02-28,chen.guo.0625,src/split.c
2019-05-28,2010-05-28,jim,src/stat.c
2019-09-20,2019-10-06,jlayton,src/statx.h
2008-12-17,2009-12-15,P,src/stdbuf.c
1992-11-01,2001-01-03,jim,src/stty.c
2021-08-30,2011-06-25,P,src/sum.c
2021-08-30,2021-09-17,P,src/sum.h
2015-01-25,2010-12-09,gscrivano,src/sync.c
2004-01-13,2009-02-16,jim,src/system.h
1997-04-08,1999-04-26,jim,src/tac-pipe.c
1992-11-08,2002-03-07,jim,src/tac.c
1992-11-08,2005-09-22,jim,src/tail.c
1992-11-01,2003-12-07,jim,src/tee.c
1992-11-01,1999-12-25,jim,src/test.c
2008-03-28,2012-01-31,P,src/timeout.c
1992-11-01,2002-06-26,jim,src/touch.c
1992-11-08,1997-09-04,jim,src/tr.c
1999-08-04,2003-09-13,jim,src/true.c
2008-03-29,2010-05-12,P,src/truncate.c
1999-01-02,2001-07-20,jim,src/tsort.c
1992-11-01,2001-01-30,jim,src/tty.c
2007-06-06,2007-06-06,kzak,src/uname-arch.c
2007-06-06,2007-06-06,kzak,src/uname-uname.c
2001-09-07,2002-06-20,jim,src/uname.c
2007-06-06,2008-09-27,kzak,src/uname.h
2004-08-24,2001-10-31,jim,src/unexpand.c
1992-11-08,2002-12-01,jim,src/uniq.c
2002-04-12,2004-07-30,jim,src/unlink.c
1997-07-13,2002-10-27,jim,src/uptime.c
1997-07-13,2000-10-11,jim,src/users.c
2000-08-11,2006-07-26,jim,src/wc.c
2021-02-20,2021-02-23,ztion1,src/wc_avx2.c
1997-07-13,2002-08-03,jim,src/who.c
1992-11-01,2000-11-09,jim,src/whoami.c
2016-06-25,2007-06-24,jim,src/yes.c
2005-04-20,2006-04-22,eggert,tests/Coreutils.pm
2011-04-28,2011-10-05,jim,tests/CuSkip.pm
2007-08-18,2008-04-05,jim,tests/CuTmpdir.pm
2012-09-14,2012-09-14,jim,tests/GNUmakefile
2012-04-04,2006-12-09,jim,tests/chgrp/basic.sh
2006-12-13,2008-11-20,jim,tests/chgrp/default-no-deref.sh
2000-12-13,2005-11-30,jim,tests/chgrp/deref.sh
2003-10-17,2007-08-27,jim,tests/chgrp/no-x.sh
2003-10-14,2006-06-22,jim,tests/chgrp/posix-H.sh
2003-10-16,2005-12-02,jim,tests/chgrp/recurse.sh
2000-11-24,2008-01-31,jim,tests/chmod/c-option.sh
2006-08-18,2006-06-14,eggert,tests/chmod/equal-x.sh
2001-11-18,2005-11-19,jim,tests/chmod/equals.sh
2021-09-25,2021-09-28,P,tests/chmod/ignore-symlink.sh
2006-09-20,2008-07-01,jim,tests/chmod/inaccessible.sh
2003-10-17,2007-10-23,jim,tests/chmod/no-x.sh
2006-08-18,2008-11-20,jim,tests/chmod/octal.sh
2012-03-09,2007-11-21,eggert,tests/chmod/setgid.sh
2008-11-29,2009-12-20,jim,tests/chmod/silent.sh
2007-09-07,2009-03-02,bob,tests/chmod/thru-dangling.sh
2006-08-18,2008-03-03,eggert,tests/chmod/umask-x.sh
2004-09-25,2006-05-24,eggert,tests/chmod/usage.sh
2006-08-18,2007-08-26,jim,tests/chown/basic.sh
2006-08-18,2007-08-29,jim,tests/chown/deref.sh
2006-12-14,2008-10-24,jim,tests/chown/preserve-root.sh
2004-08-20,2008-03-23,eggert,tests/chown/separator.sh
2007-10-02,2008-12-05,jim,tests/cp/abuse.sh
2005-11-18,2008-11-21,jim,tests/cp/acl.sh
2012-04-12,2015-03-04,P,tests/cp/attr-existing.sh
2006-08-18,2005-09-22,jim,tests/cp/backup-1.sh
2006-10-14,2008-03-04,jim,tests/cp/backup-dir.sh
2006-08-18,2009-07-03,eggert,tests/cp/backup-is-src.sh
2010-04-16,2010-11-29,P,tests/cp/capability.sh
2012-10-17,2013-10-10,jim,tests/cp/copy-FMR.sh
2000-08-21,2005-12-15,jim,tests/cp/cp-HL.sh
2013-11-27,2012-04-08,P,tests/cp/cp-a-selinux.sh
2006-08-18,2008-04-12,jim,tests/cp/cp-deref.sh
2009-01-14,2008-12-12,kdudka,tests/cp/cp-i.sh
1999-10-18,2002-05-31,jim,tests/cp/cp-mv-backup.sh
2009-04-28,2011-02-03,P,tests/cp/cp-mv-enotsup-xattr.sh
2016-08-18,2009-05-25,jim,tests/cp/cp-parents.sh
2018-05-14,2018-06-18,P,tests/cp/cross-dev-symlink.sh
2006-08-18,2006-10-30,jim,tests/cp/deref-slink.sh
2006-08-18,2008-04-03,jim,tests/cp/dir-rm-dest.sh
2006-08-18,2005-06-22,jim,tests/cp/dir-slash.sh
2006-08-18,2006-05-19,jim,tests/cp/dir-vs-file.sh
2011-07-26,2012-02-19,eggert,tests/cp/existing-perm-dir.sh
2007-12-01,2009-01-17,eggert,tests/cp/existing-perm-race.sh
2004-06-29,2008-03-23,jim,tests/cp/fail-perm.sh
2006-12-15,2008-10-18,eggert,tests/cp/file-perm-race.sh
2009-02-27,2007-05-02,jim,tests/cp/into-self.sh
2013-11-08,2014-01-05,gpiero,tests/cp/link-deref.sh
2008-11-20,2011-02-09,jim,tests/cp/link-heap.sh
2006-08-18,2008-02-18,jim,tests/cp/link-no-deref.sh
2001-10-14,2006-10-31,jim,tests/cp/link-preserve.sh
2011-03-31,2011-10-23,P,tests/cp/link-symlink.sh
2006-08-18,2006-07-08,jim,tests/cp/link.sh
2012-05-05,2012-10-20,jim,tests/cp/nfs-removal-race.sh
2014-01-04,2014-04-18,nicolas.iooss,tests/cp/no-ctx.sh
2006-08-18,2004-06-22,jim,tests/cp/no-deref-link1.sh
1997-06-22,2004-06-22,jim,tests/cp/no-deref-link2.sh
2006-08-18,2005-02-02,jim,tests/cp/no-deref-link3.sh
2006-12-15,2009-09-05,eggert,tests/cp/parent-perm-race.sh
2008-01-07,2008-12-30,jim,tests/cp/parent-perm.sh
2000-08-12,2004-05-27,jim,tests/cp/perm.sh
2006-08-18,2007-06-20,jim,tests/cp/preserve-2.sh
2007-11-23,2009-12-05,lasse.collin,tests/cp/preserve-gid.sh
2011-07-27,2011-10-29,P,tests/cp/preserve-link.sh
2012-08-08,2015-12-29,ooprala,tests/cp/preserve-mode.sh
2009-07-28,2011-10-21,jim,tests/cp/preserve-slink-time.sh
2009-04-18,2012-09-19,jim,tests/cp/proc-short-read.sh
2007-07-29,2009-11-22,jim,tests/cp/proc-zero-len.sh
2006-08-18,2006-05-12,jim,tests/cp/r-vs-symlink.sh
2009-08-26,2011-04-04,P,tests/cp/reflink-auto.sh
2009-08-29,2010-10-19,P,tests/cp/reflink-perm.sh
1998-06-28,2005-07-30,jim,tests/cp/same-file.sh
2006-08-18,2007-04-16,jim,tests/cp/slink-2-slink.sh
2011-01-28,2014-02-04,jim,tests/cp/sparse-2.sh
2010-05-22,2011-08-17,jim,tests/cp/sparse-extents-2.sh
2015-10-31,2016-06-27,dmonakhov,tests/cp/sparse-extents.sh
2011-01-29,2014-04-15,jim,tests/cp/sparse-perf.sh
2011-02-01,2012-02-25,jim,tests/cp/sparse-to-pipe.sh
2014-10-02,2012-10-08,P,tests/cp/sparse.sh
2006-08-18,2007-07-09,jim,tests/cp/special-bits.sh
2008-04-03,2011-01-27,jim,tests/cp/special-f.sh
2006-08-28,2008-09-02,jim,tests/cp/src-base-dot.sh
2000-04-16,2005-11-21,jim,tests/cp/symlink-slash.sh
2007-06-10,2011-07-27,jim,tests/cp/thru-dangling.sh
2006-09-09,2006-09-09,jim,tests/cp/trailing-slash
2015-11-07,2013-11-18,P,tests/d_type-check
2014-11-27,2014-10-15,P,tests/dd/ascii.sh
2012-02-05,2015-01-27,jeremy.compostella,tests/dd/bytes.sh
2009-08-05,2011-03-28,jim,tests/dd/direct.sh
2006-03-09,2010-01-21,eggert,tests/dd/misc.sh
