DATE(MODE),DATE(MEAN),AUTHOR,PATH
2013-03-03,2014-06-14,glennrp,tests/pngvalid-gamma-sbit
2013-03-03,2014-06-14,glennrp,tests/pngvalid-gamma-threshold
2013-03-03,2014-06-14,glennrp,tests/pngvalid-gamma-transform
2013-03-03,2014-06-14,glennrp,tests/pngvalid-progressive-interlace-standard
2013-03-03,2014-06-14,glennrp,tests/pngvalid-progressive-standard
2013-03-03,2014-06-14,glennrp,tests/pngvalid-standard
2013-03-03,2015-03-29,glennrp,scripts/makefile.msys
2013-03-03,2015-05-18,glennrp,tests/pngunknown-sAPI
2013-04-17,2013-12-02,glennrp,contrib/tools/png-fix-itxt.c
2013-06-28,2013-07-29,jbowler,contrib/tools/pngfix.c
2013-10-15,2014-02-15,glennrp,arm/filter_neon_intrinsics.c
2013-11-23,2013-11-23,glennrp,contrib/conftest/README
2013-11-23,2013-11-23,glennrp,contrib/conftest/read.dfa
2013-11-23,2013-11-23,glennrp,contrib/conftest/s_read.dfa
2013-11-23,2013-11-23,glennrp,contrib/conftest/s_write.dfa
2013-11-23,2013-11-23,glennrp,contrib/conftest/simple.dfa
2013-11-23,2013-11-23,glennrp,contrib/conftest/write.dfa
2013-12-30,2013-03-30,jbowler,Makefile.am
2014-01-13,2010-10-20,glennrp,scripts/makefile.gcc
2014-01-13,2011-01-18,glennrp,scripts/makefile.aix
2014-02-07,2014-04-25,jbowler,contrib/libtests/pngimage.c
2014-02-07,2014-11-27,jbowler,tests/pngimage-full
2014-02-07,2014-11-27,jbowler,tests/pngimage-quick
2014-02-17,2014-02-23,jbowler,contrib/arm-neon/README
2014-02-17,2014-03-15,jbowler,contrib/arm-neon/linux-auxv.c
2014-02-17,2014-03-31,jbowler,contrib/arm-neon/linux.c
2014-02-17,2014-06-08,jbowler,contrib/arm-neon/android-ndk.c
2014-03-22,2013-06-17,glennrp,INSTALL
2015-05-03,2015-05-03,jbowler,contrib/examples/simpleover.c
2015-05-05,2015-05-26,jbowler,contrib/tools/genpng.c
2015-09-20,2015-09-20,jbowler,contrib/libtests/pngstest-errors.h
2015-09-26,2015-06-13,jbowler,tests/pngstest
2015-09-26,2015-09-26,jbowler,tests/pngstest-1.8
2015-09-26,2015-09-26,jbowler,tests/pngstest-1.8-alpha
2015-09-26,2015-09-26,jbowler,tests/pngstest-linear
2015-09-26,2015-09-26,jbowler,tests/pngstest-linear-alpha
2015-09-26,2015-09-26,jbowler,tests/pngstest-none
2015-09-26,2015-09-26,jbowler,tests/pngstest-none-alpha
2015-09-26,2015-09-26,jbowler,tests/pngstest-sRGB
2015-09-26,2015-09-26,jbowler,tests/pngstest-sRGB-alpha
2015-09-26,2015-09-26,jbowler,tests/pngvalid-progressive-size
2015-09-26,2015-09-26,jbowler,tests/pngvalid-transform
2015-09-26,2015-12-02,jbowler,contrib/testpngs/makepngs.sh
2016-01-29,2017-01-02,rleigh,scripts/cmake/gensrc.cmake.in
2016-01-29,2017-03-17,rleigh,scripts/cmake/genout.cmake.in
2016-01-29,2018-04-06,rleigh,scripts/cmake/genchk.cmake.in
2016-01-29,2018-06-04,rleigh,scripts/cmake/test.cmake.in
2016-01-29,2019-02-09,ctruta,CMakeLists.txt
2016-02-16,2016-03-31,msarett,intel/intel_init.c
